Trade Date,Nyse Tape A,Nyse Arca Tape A,Nyse American Tape A,Nyse National Tape A,Nyse Texas Tape A,Consolidated Tape A,Nyse Tape B,Nyse Arca Tape B,Nyse American Tape B,Nyse National Tape B,Nyse Texas Tape B,Consolidated Tape B,Nyse Tape C,Nyse Arca Tape C,Nyse American Tape C,Nyse National Tape C,Nyse Texas Tape C,Consolidated Tape C
20221122,"832.4","177.9","9.7","24.0","15.2","3,777.8","41.4","264.8","17.0","11.9","14.7","1,612.8","66.3","344.3","7.1","19.7","13.9","4,196.8"
20221121,"818.5","183.3","9.6","24.9","17.9","3,806.3","37.7","256.8","17.1","12.8","8.7","1,693.2","73.3","302.6","7.4","22.4","14.2","3,988.3"
20221118,"962.7","187.3","10.5","24.9","32.6","3,937.4","43.7","301.4","18.1","13.8","22.7","1,767.8","65.9","296.7","7.6","18.7","27.5","4,109.2"
20221117,"840.3","205.0","9.9","25.8","14.9","4,008.4","42.4","333.2","17.7","15.3","35.6","1,988.5","76.8","348.8","7.6","22.8","19.4","4,343.7"
20221116,"867.2","216.4","10.3","26.7","14.7","4,144.8","46.6","324.3","19.9","14.6","15.6","1,952.6","80.9","360.3","7.8","21.0","15.1","4,597.1"
20221115,"1,033.7","269.1","10.6","31.2","21.3","4,938.9","72.2","462.8","24.4","21.5","11.2","2,644.3","100.6","451.7","9.3","25.9","17.6","5,594.7"
20221114,"950.5","249.5","10.7","29.0","16.7","4,539.5","56.4","325.5","20.8","14.3","16.9","2,086.9","92.6","407.4","9.1","23.0","17.5","5,049.1"
20221111,"1,121.8","303.2","16.2","38.3","15.7","5,554.5","52.9","397.4","23.1","17.0","13.4","2,184.8","109.7","465.1","11.7","29.8","17.1","5,850.9"
20221110,"1,199.4","316.3","15.4","42.4","18.5","5,759.1","80.9","558.3","28.1","24.6","19.3","2,905.1","129.4","520.8","13.5","35.8","19.3","6,446.4"
20221109,"948.4","248.6","11.9","30.4","15.7","4,617.8","56.7","359.6","21.5","16.7","12.8","2,124.5","94.1","395.9","9.1","25.2","20.4","4,984.1"
20221108,"945.0","243.6","10.6","30.2","12.1","4,562.1","59.4","365.5","21.5","17.8","11.3","2,192.9","100.4","395.7","9.0","25.0","17.9","5,134.5"
20221107,"918.1","223.8","10.5","27.0","13.1","4,329.3","47.0","304.1","19.0","14.1","13.9","1,861.4","82.1","346.5","7.3","20.7","17.0","4,469.9"
20221104,"1,093.2","302.8","12.4","35.1","17.8","5,376.6","65.0","465.7","33.6","23.3","12.8","2,571.6","113.1","465.9","10.0","26.0","19.3","5,442.2"
20221103,"954.9","246.5","11.9","30.0","12.9","4,582.0","55.8","367.9","19.7","17.6","17.3","2,237.6","102.2","428.6","9.9","23.7","27.1","5,099.8"
20221102,"1,062.0","258.5","11.9","33.6","21.8","4,876.2","73.9","456.4","21.6","23.0","7.2","2,603.5","112.0","445.4","10.8","26.4","23.6","5,436.4"
20221101,"940.7","233.3","10.9","31.7","20.8","4,425.2","51.0","349.2","19.1","17.3","14.0","2,098.9","91.9","380.8","7.9","23.4","16.2","4,680.6"
20221031,"1,213.8","240.2","11.7","31.8","12.2","4,736.7","55.8","372.1","26.2","16.6","13.1","2,189.5","98.9","336.6","8.2","23.1","17.6","4,698.8"
20221028,"913.5","235.1","12.9","33.8","15.0","4,419.6","51.4","347.0","18.5","16.2","15.6","2,208.2","93.5","379.4","10.2","24.8","13.9","4,717.3"
20221027,"1,028.5","251.6","11.8","31.2","17.8","4,663.8","54.9","362.2","19.2","16.5","10.2","2,096.6","94.1","442.0","10.1","22.4","15.8","4,862.6"
20221026,"1,005.5","261.2","13.0","36.2","15.9","4,813.2","64.5","404.4","20.6","18.8","13.3","2,325.2","104.6","462.3","10.5","27.2","12.8","5,284.6"
20221025,"1,008.5","250.8","13.9","35.9","19.1","4,806.4","50.1","348.4","18.6","17.0","12.6","2,112.1","95.4","413.3","10.7","25.6","17.2","5,157.1"
20221024,"986.9","250.9","14.4","34.8","22.6","4,743.7","59.6","402.1","19.6","18.8","12.0","2,298.3","94.5","400.2","11.6","23.3","24.4","4,860.2"
20221021,"1,220.0","274.5","13.6","35.9","27.2","5,052.7","61.0","439.7","20.0","22.8","22.9","2,530.9","94.4","381.2","9.8","23.7","27.5","4,747.8"
20221020,"954.4","267.0","14.4","30.8","14.8","4,515.2","54.8","361.2","18.0","19.2","10.8","2,362.8","88.4","403.4","9.0","22.5","16.4","4,650.0"
20221019,"917.1","218.8","11.7","28.7","12.2","4,178.2","44.1","340.9","16.8","17.4","13.4","1,995.0","83.5","415.9","9.2","22.1","14.5","4,970.8"
20221018,"1,018.2","250.5","13.4","29.8","9.3","4,482.3","50.0","389.5","19.0","18.6","15.0","2,234.9","95.2","447.2","11.2","22.0","18.0","5,105.7"
20221017,"962.2","221.7","11.9","29.5","8.6","4,286.5","48.1","353.1","19.8","17.4","17.6","2,043.9","86.3","350.2","9.4","22.5","14.4","4,435.3"
20221014,"957.9","231.0","11.7","31.1","12.3","4,204.7","60.1","424.3","19.2","20.9","10.7","2,364.9","89.9","358.8","10.3","23.0","17.0","4,372.4"
20221013,"1,081.5","274.5","12.9","38.4","14.8","4,989.7","91.5","578.0","26.1","28.9","15.2","3,132.0","117.1","443.7","12.8","29.4","17.3","5,300.4"
20221012,"910.8","206.2","10.2","31.8","11.6","3,975.6","49.6","322.8","16.2","16.0","9.7","2,004.5","86.2","314.8","8.0","22.5","10.2","4,077.6"
20221011,"1,105.5","231.2","13.6","35.2","11.9","4,695.7","62.3","400.4","20.7","21.4","13.6","2,480.9","100.4","360.2","10.9","26.6","12.6","4,708.6"
20221010,"841.3","197.6","10.4","28.1","12.6","3,796.1","48.3","322.7","16.4","16.0","11.5","1,913.3","80.9","311.9","7.9","20.8","10.3","3,979.5"
20221007,"1,006.3","233.2","12.1","34.1","12.4","4,400.2","48.9","377.9","21.4","18.8","20.2","2,157.3","91.8","371.6","10.7","25.1","12.8","4,611.2"
20221006,"946.9","235.2","12.1","29.5","16.4","4,243.9","49.8","337.7","17.4","16.2","18.4","2,038.7","87.8","371.7","9.9","21.4","15.6","4,461.2"
20221005,"929.1","237.5","11.3","30.5","9.1","4,259.4","48.4","358.6","21.5","18.3","21.1","2,131.9","81.8","306.3","8.1","18.7","11.3","4,100.3"
20221004,"1,090.8","264.1","15.3","34.2","12.1","5,117.4","65.6","448.8","24.5","22.3","14.9","2,510.3","101.9","386.2","11.6","21.1","9.9","5,000.6"
20221003,"1,086.8","241.0","15.0","34.0","17.2","4,743.3","61.1","448.1","26.3","25.6","11.8","2,572.8","88.2","330.7","10.5","23.4","18.0","4,407.2"
20220930,"1,591.0","243.8","13.9","34.7","12.7","5,507.5","65.4","431.4","37.5","20.4","11.7","2,583.5","87.5","321.9","9.5","21.2","13.9","4,619.9"
20220929,"1,019.1","253.8","13.7","31.9","16.2","4,665.4","60.0","412.6","23.5","20.6","12.7","2,478.4","91.0","356.7","11.2","21.9","11.4","4,540.5"
20220928,"1,042.1","241.4","12.6","34.6","11.5","4,628.8","63.3","444.8","24.6","24.4","16.3","2,657.6","89.0","340.9","10.1","24.1","21.4","4,540.9"
20220927,"1,009.3","245.7","13.3","34.2","13.0","4,542.8","67.6","446.0","23.4","20.6","13.9","2,882.6","100.8","335.2","10.3","22.7","13.4","4,429.4"
20220926,"1,068.6","251.0","14.2","34.0","16.5","4,829.8","66.8","425.5","23.9","19.1","14.2","2,580.1","96.8","347.8","10.8","21.1","19.8","4,695.4"
20220923,"1,110.7","274.8","14.7","33.3","11.6","5,143.6","73.7","491.0","32.2","26.0","13.4","3,030.6","100.4","423.0","11.5","23.0","14.5","5,175.0"
20220922,"918.5","225.0","13.0","28.3","11.5","4,253.0","53.1","363.8","20.7","18.6","18.6","2,261.6","94.2","395.0","10.4","22.9","16.2","4,950.8"
20220921,"892.0","214.5","11.9","22.3","19.5","4,079.7","65.7","434.8","24.7","17.2","10.6","2,504.9","93.8","357.0","10.7","16.0","18.5","4,555.0"
20220920,"903.2","208.1","11.3","25.0","21.6","4,023.5","46.2","299.4","20.4","14.9","13.2","1,905.0","80.5","309.7","7.9","17.8","21.6","4,036.1"
20220919,"920.2","189.6","10.6","21.8","14.1","3,793.8","42.1","282.6","21.4","13.5","13.6","1,760.5","87.0","296.4","9.0","18.0","25.3","4,209.7"
20220916,"3,689.3","270.2","16.3","41.1","25.7","7,961.6","64.0","363.3","88.2","17.8","16.3","2,377.7","279.5","359.8","13.3","26.1","22.8","7,375.9"
20220915,"996.3","235.3","13.0","30.8","18.5","4,429.1","47.0","323.5","22.9","15.6","13.7","1,977.1","100.9","381.2","10.4","22.7","12.7","4,829.0"
20220914,"1,007.2","218.0","13.3","25.9","8.3","4,278.4","45.2","301.3","23.6","13.0","12.7","1,877.7","93.1","390.2","10.6","20.1","13.2","4,881.4"
20220913,"939.1","227.7","13.7","28.1","16.8","4,212.5","55.6","403.8","23.8","18.5","18.8","2,289.9","101.6","423.4","12.3","24.0","14.8","5,229.1"
20220912,"836.8","193.4","11.8","21.8","9.1","3,808.0","40.3","285.5","21.1","14.2","12.5","1,749.6","78.0","318.7","10.0","17.7","10.7","4,191.0"
20220909,"825.7","202.6","12.2","24.2","8.5","3,877.4","34.9","272.4","22.9","13.9","8.4","1,668.7","76.7","348.1","11.1","19.6","14.2","4,419.3"
20220908,"861.3","206.5","11.6","24.1","11.0","3,961.4","47.0","318.5","21.2","16.0","9.6","1,962.5","81.0","324.2","9.9","19.4","11.6","4,348.1"
20220907,"850.3","204.2","10.4","23.0","12.7","3,886.7","46.9","319.5","26.5","16.0","11.4","1,998.7","75.7","346.8","8.5","18.4","17.7","4,457.7"
20220906,"917.2","217.0","12.2","27.3","6.5","4,069.3","53.7","347.8","21.7","16.2","5.1","2,074.0","91.0","343.4","10.7","21.9","13.5","4,616.4"
20220902,"797.2","200.6","10.6","25.5","8.3","3,631.6","48.9","360.0","21.9","19.3","6.4","2,112.7","76.4","329.6","9.7","20.8","8.1","4,270.9"
20220901,"907.0","217.9","11.7","27.1","15.3","4,130.6","53.0","384.7","22.7","22.3","11.3","2,319.1","86.5","373.6","10.9","22.2","8.2","4,818.1"
20220831,"1,260.9","214.2","10.7","26.6","13.7","4,561.5","42.7","328.3","22.7","18.5","11.9","1,900.6","74.2","360.2","9.9","20.6","11.8","4,953.4"
20220830,"819.8","197.5","10.9","26.0","23.3","3,836.0","52.8","332.8","21.2","16.7","6.9","2,152.1","78.5","369.6","9.2","19.2","8.2","4,681.5"
20220829,"716.1","172.0","10.2","21.7","15.5","3,397.5","37.5","297.0","20.4","15.5","8.2","1,826.0","65.2","333.1","8.5","15.7","10.4","4,210.2"
20220826,"811.2","207.1","10.5","23.4","14.6","3,842.8","48.4","355.6","20.7","16.7","6.3","2,031.7","74.7","357.5","14.9","18.5","10.3","4,535.3"
20220825,"729.7","189.3","9.9","18.3","12.1","3,567.2","33.4","260.9","18.2","11.8","9.0","1,601.0","64.1","369.7","7.5","15.2","9.4","4,323.5"
20220824,"729.8","195.3","9.1","19.7","10.2","3,584.8","33.9","232.9","20.8","12.4","6.7","1,500.2","63.3","314.3","7.5","16.0","12.3","3,917.6"
20220823,"754.8","216.1","10.3","22.0","15.1","3,824.7","35.4","292.7","19.1","14.2","10.1","1,882.6","64.5","308.6","7.5","17.8","10.6","3,836.2"
20220822,"842.2","206.7","10.9","23.0","16.3","3,907.7","39.6","299.1","22.6","15.2","12.7","1,912.7","65.8","335.8","8.5","18.9","16.7","4,271.0"
20220819,"879.5","183.6","11.8","22.9","18.6","3,761.4","35.6","269.5","23.0","13.4","12.7","1,714.9","66.3","359.9","10.4","20.5","15.9","4,628.2"
20220818,"678.7","165.2","9.5","21.0","10.0","3,340.9","28.5","235.0","17.8","17.6","12.6","1,549.4","64.5","401.2","9.4","21.3","16.9","4,724.5"
20220817,"776.0","197.5","10.8","26.9","6.5","3,885.4","39.9","273.9","21.7","16.5","13.2","1,763.3","76.0","428.5","11.6","23.0","11.1","5,229.7"
20220816,"799.6","216.7","11.6","24.8","7.3","4,329.9","31.9","233.8","19.4","14.2","8.6","1,582.9","73.6","384.6","8.5","20.0","14.0","5,028.4"
20220815,"741.0","189.5","10.8","21.9","13.0","3,697.0","28.1","226.0","18.8","14.2","6.2","1,472.0","64.3","346.9","8.0","18.8","12.6","4,476.0"
20220812,"762.7","193.5","10.2","24.3","16.3","3,792.4","28.6","233.4","18.1","13.8","6.7","1,499.7","68.8","353.5","8.8","21.3","14.6","4,783.8"
20220811,"860.5","242.0","10.7","32.5","9.4","4,630.4","35.3","311.5","23.1","19.2","10.8","2,043.7","74.7","448.3","8.8","25.8","10.5","5,816.0"
20220810,"908.5","246.2","12.9","30.0","7.3","4,546.2","34.6","293.0","19.0","18.9","15.3","1,809.5","74.1","433.4","10.1","25.3","13.0","5,196.2"
20220809,"823.2","211.4","10.4","26.1","11.4","3,914.6","27.9","232.3","19.7","13.6","5.4","1,561.5","71.0","427.9","9.4","22.3","8.3","5,307.6"
20220808,"845.9","213.0","11.2","29.2","8.7","4,221.1","33.5","270.2","20.9","14.2","4.9","1,728.4","75.2","416.5","10.2","24.3","6.7","5,238.6"
20220805,"825.5","214.2","12.0","30.9","9.0","4,086.0","32.9","282.5","20.2","17.7","9.7","1,739.2","69.1","386.2","9.3","24.2","9.0","4,911.3"
20220804,"879.1","224.3","13.0","27.8","8.6","4,283.4","33.6","293.3","28.9","14.6","6.3","1,821.3","70.9","465.0","13.3","22.1","10.9","5,451.5"
20220803,"873.0","226.2","14.1","28.2","8.2","4,359.1","33.7","285.2","18.6","17.4","9.9","1,811.0","76.3","463.6","15.9","24.2","11.7","5,671.5"
20220802,"894.5","270.4","13.8","29.6","4.9","4,727.9","40.8","314.5","20.6","20.5","7.8","1,974.4","71.2","399.8","10.6","22.5","9.4","4,792.1"
20220801,"872.4","216.3","13.7","27.9","23.3","4,205.1","39.7","297.5","17.9","18.9","7.9","1,824.1","71.5","333.3","11.1","20.8","10.8","4,397.2"
20220729,"1,303.5","214.3","14.6","34.4","9.0","4,658.6","38.8","318.3","20.7","23.3","9.6","1,880.6","72.8","348.1","28.8","23.1","14.6","4,925.3"
20220728,"890.9","225.9","12.5","33.3","11.9","4,413.1","41.8","332.1","18.5","23.1","9.3","1,985.0","71.8","402.1","10.3","24.4","8.1","4,925.0"
20220727,"891.6","202.3","11.9","32.9","16.3","4,112.2","46.6","326.2","18.5","22.9","3.5","1,867.6","68.5","360.3","9.4","24.3","11.6","4,588.5"
20220726,"819.4","179.8","12.9","32.1","13.5","3,779.2","34.0","241.9","16.0","20.2","13.6","1,537.3","63.3","335.3","9.8","22.0","11.9","4,349.8"
20220725,"786.0","170.5","10.5","27.9","6.4","3,569.6","33.5","254.1","16.1","16.1","6.1","1,572.5","56.6","386.9","6.8","20.1","5.1","4,346.5"
20220722,"826.6","204.4","10.7","29.8","11.9","3,979.5","39.7","295.8","20.1","16.5","12.4","1,827.0","65.8","363.5","8.0","21.9","11.9","4,721.9"
20220721,"892.9","224.9","13.1","29.5","8.9","4,134.1","40.9","327.4","18.7","19.4","9.8","2,036.8","67.1","384.4","8.7","21.2","8.4","4,681.2"
20220720,"938.9","198.4","12.5","29.4","5.4","4,185.6","42.0","329.0","21.1","22.0","11.8","2,152.8","77.9","415.4","10.0","25.4","8.7","5,467.1"
20220719,"905.1","194.5","12.5","32.4","11.6","4,043.6","38.7","299.8","20.2","23.4","11.2","1,861.7","73.1","426.5","9.9","21.8","8.4","5,302.7"
20220718,"862.6","205.2","13.9","30.9","13.8","4,046.9","34.5","298.4","18.7","20.9","8.8","1,820.8","69.8","387.6","10.4","23.0","13.7","5,057.9"
20220715,"1,018.1","205.6","12.2","29.6","20.0","4,160.9","36.1","310.1","24.8","19.3","17.6","1,938.7","66.3","304.0","19.7","21.2","17.8","4,380.8"
20220714,"904.4","222.3","11.5","31.3","6.9","4,199.7","47.5","372.3","19.4","24.5","21.5","2,283.3","66.7","336.3","8.0","22.5","11.4","4,481.1"
20220713,"859.3","216.8","10.3","28.9","10.1","4,109.4","48.1","354.0","21.2","21.3","14.7","2,204.6","67.4","364.7","11.4","20.0","13.4","4,433.1"
20220712,"883.7","187.7","12.1","29.4","19.2","3,822.4","36.1","292.6","19.1","19.8","9.8","1,863.3","67.0","328.9","14.9","22.4","10.6","4,323.2"
20220711,"810.3","166.7","9.8","25.7","5.4","3,432.2","32.0","281.1","18.3","16.6","9.5","1,664.4","60.1","332.9","10.9","19.8","7.9","4,365.4"
20220708,"785.5","183.8","10.1","25.2","6.5","3,523.8","29.9","261.7","18.0","15.1","10.2","1,602.2","60.2","317.3","10.3","19.0","8.4","4,528.4"
20220707,"900.6","209.9","12.1","31.6","9.4","4,057.8","34.6","293.6","21.7","19.0","13.6","1,788.4","68.5","336.0","10.2","24.3","8.0","4,685.1"
20220706,"1,044.6","228.4","13.4","37.1","18.4","4,418.0","46.0","372.0","23.7","22.6","11.7","2,144.2","70.3","375.9","11.1","25.3","14.8","4,851.3"
20220705,"1,213.3","260.0","16.3","40.3","8.6","5,080.7","51.5","454.7","32.2","25.8","8.4","2,539.8","82.8","374.5","12.3","28.5","7.5","5,053.7"
20220701,"930.2","209.0","13.1","34.0","14.1","4,047.7","45.4","392.7","21.9","27.9","9.6","2,264.8","75.6","377.6","11.0","28.0","9.0","4,865.8"
20220630,"1,259.8","241.7","15.2","38.9","7.9","4,843.3","49.3","421.2","29.3","30.2","13.5","2,382.1","81.7","438.8","22.7","30.0","10.7","5,662.9"
20220629,"921.0","222.6","15.5","38.6","10.3","4,211.6","34.8","309.3","25.4","23.4","9.3","1,829.3","74.2","475.0","13.8","27.1","8.6","5,651.0"
20220628,"931.0","218.8","15.0","43.8","8.6","4,271.9","39.6","322.6","23.4","24.3","8.3","1,960.1","77.8","424.7","15.1","29.0","7.8","5,433.8"
20220627,"991.3","221.5","13.6","33.6","5.6","4,325.4","36.9","297.2","22.1","20.1","6.8","1,795.5","73.4","418.4","13.5","23.8","7.1","5,047.9"
20220624,"3,564.7","277.3","19.4","55.7","7.3","8,484.8","47.0","383.0","160.6","33.1","11.7","2,384.1","94.2","422.9","410.1","39.5","9.2","9,862.4"
20220623,"1,093.2","273.7","18.9","48.5","12.4","5,098.7","50.1","388.7","26.9","30.4","11.7","2,279.6","84.4","405.7","13.1","32.8","12.3","5,258.2"
20220622,"1,217.8","268.6","16.5","46.5","12.0","5,060.0","45.9","369.0","32.5","28.4","18.6","2,157.9","77.7","395.2","13.5","31.6","13.4","5,239.4"
20220621,"1,262.0","262.3","16.1","47.0","18.9","5,293.2","38.9","370.9","32.9","28.9","10.6","2,218.1","81.1","364.5","14.1","32.0","16.5","5,227.5"
20220617,"3,505.2","365.4","25.0","65.1","15.0","8,646.7","60.5","469.8","141.4","37.0","14.7","2,917.9","106.1","419.8","46.2","40.4","15.3","7,481.8"
20220616,"1,371.3","284.3","22.0","54.3","29.7","5,648.9","64.1","500.7","39.6","43.5","17.3","2,909.8","106.5","444.9","18.3","39.8","18.2","5,697.7"
20220615,"1,353.2","297.6","21.3","49.5","13.4","5,531.4","67.4","503.0","38.2","35.1","14.0","2,822.6","106.2","418.8","17.5","35.0","18.3","5,369.7"
20220614,"1,130.8","270.1","17.9","46.2","24.8","5,166.1","57.9","445.8","32.4","33.1","22.8","2,720.3","87.2","372.8","22.5","31.8","11.4","4,829.3"
20220613,"1,225.2","301.2","22.2","53.0","12.9","5,637.3","79.5","588.4","37.5","44.1","16.5","3,647.1","104.5","482.3","18.3","37.6","15.6","5,937.3"
20220610,"1,065.9","266.7","19.5","44.2","10.3","4,890.0","55.4","444.2","30.1","31.3","12.9","2,636.5","85.7","419.2","14.4","29.6","14.4","5,152.0"
20220609,"895.5","217.8","15.7","34.9","8.2","4,134.2","36.8","335.5","24.3","24.2","8.8","1,999.9","76.9","424.5","12.2","27.6","10.0","5,408.5"
20220608,"849.2","204.6","14.4","34.9","9.9","4,159.8","32.8","291.7","25.3","22.2","14.8","1,853.2","72.8","359.6","10.5","25.1","8.2","4,709.0"
20220607,"945.6","193.5","14.6","34.9","9.3","4,248.6","33.0","265.9","25.5","21.4","18.1","1,807.1","71.2","329.2","11.6","26.4","10.3","4,411.2"
20220606,"894.4","214.7","15.3","38.5","5.8","4,334.5","30.3","264.1","20.4","22.2","9.9","1,703.7","81.3","352.0","12.8","30.5","12.1","4,647.0"
20220603,"787.0","186.2","14.9","35.4","10.8","3,711.3","31.3","271.3","20.7","21.4","10.6","1,703.6","69.2","310.5","12.4","26.9","10.4","4,130.0"
20220602,"908.3","225.1","18.2","40.2","14.5","4,408.2","38.8","307.2","23.9","27.5","11.9","1,971.9","74.9","357.8","14.1","29.0","15.1","4,445.9"
20220601,"997.4","230.7","17.6","41.4","13.2","4,531.9","48.9","341.5","24.4","28.8","17.2","2,245.9","83.7","363.3","14.8","29.2","10.0","4,719.9"
20220531,"2,375.0","263.8","20.0","50.9","30.4","6,910.3","55.1","418.3","59.2","35.3","11.3","2,704.2","88.1","372.0","65.1","32.0","14.4","6,096.3"
20220527,"925.1","214.2","15.1","35.1","18.9","4,377.5","38.7","285.0","21.6","23.2","12.6","1,905.9","81.3","358.6","12.1","28.2","15.2","4,793.9"
20220526,"1,010.8","241.3","18.4","41.1","15.7","4,711.1","40.6","318.9","21.7","24.8","17.1","2,104.8","82.9","366.6","12.1","26.0","14.1","4,672.6"
20220525,"1,027.7","248.0","18.9","43.3","11.9","4,803.1","45.4","336.4","22.7","26.7","13.1","2,036.7","78.9","378.1","11.7","25.8","12.0","4,519.7"
20220524,"1,015.7","257.3","19.2","46.9","21.3","4,924.4","51.2","392.4","26.6","30.4","8.2","2,265.3","87.7","381.5","12.5","29.2","13.8","4,724.4"
20220523,"973.5","226.8","17.7","41.9","15.1","4,422.9","43.5","348.7","24.3","27.4","8.3","2,109.0","75.1","364.1","11.2","26.2","12.1","4,552.2"
20220520,"1,189.4","263.2","20.3","48.4","19.6","5,130.9","54.9","423.8","28.5","34.7","18.7","2,591.8","96.7","420.4","15.0","32.8","18.6","5,434.4"
20220519,"1,110.4","257.3","20.6","47.0","10.6","5,114.2","54.8","438.0","27.9","31.3","11.0","2,660.1","91.8","405.8","15.1","31.7","14.6","5,154.9"
20220518,"1,140.3","270.6","19.9","45.7","11.7","5,103.9","55.4","414.4","30.5","30.8","8.8","2,597.8","86.0","388.2","13.8","30.9","15.3","5,064.1"
20220517,"1,020.1","249.0","18.0","43.6","14.5","4,841.6","47.7","381.8","28.2","29.7","8.2","2,289.4","78.2","391.6","12.8","29.9","12.8","5,094.0"
20220516,"945.7","230.4","16.7","41.3","11.4","4,415.2","40.5","350.2","24.9","25.0","10.6","2,141.8","78.3","386.3","12.3","30.4","8.5","4,930.3"
20220513,"1,111.6","269.0","19.1","47.6","20.8","5,183.3","53.1","412.6","29.8","28.9","15.4","2,551.4","94.4","460.1","15.8","39.3","15.5","5,894.0"
20220512,"1,338.4","343.7","22.7","63.2","21.0","6,286.8","78.2","576.7","36.1","45.0","17.7","3,413.4","117.3","570.1","18.0","49.1","15.8","6,679.5"
20220511,"1,205.7","331.6","21.9","56.1","11.3","5,816.3","89.5","589.9","35.2","43.6","10.7","3,584.2","111.4","501.0","18.3","45.1","15.8","6,152.4"
20220510,"1,235.1","317.4","23.1","56.1","16.1","5,886.4","81.9","572.3","33.2","47.4","15.4","3,426.5","107.3","503.2","18.6","44.5","15.1","6,218.4"
20220509,"1,237.0","338.6","21.9","56.8","10.2","5,954.7","87.0","591.3","38.3","46.1","8.3","3,472.8","101.1","487.1","17.9","43.5","10.5","5,939.1"
20220506,"1,075.8","260.7","17.1","51.9","16.9","5,117.1","83.1","544.2","32.6","44.8","8.2","3,174.3","95.1","430.3","14.5","34.1","16.9","5,324.5"
20220505,"1,079.7","268.3","19.5","50.3","10.4","5,077.0","82.6","577.7","35.6","49.5","15.5","3,275.3","95.4","430.4","19.6","34.4","13.8","5,308.9"
20220504,"1,089.1","264.6","20.0","50.0","12.2","5,136.5","85.4","543.8","38.7","46.3","4.4","3,130.4","93.7","426.7","16.9","36.8","13.0","5,498.1"
20220503,"975.8","245.2","15.2","44.4","13.7","4,582.1","58.5","414.7","25.9","39.6","8.7","2,425.3","77.2","367.4","11.2","30.5","15.2","4,547.3"
20220502,"1,113.3","275.2","17.2","50.6","11.8","5,165.7","90.6","561.0","34.1","43.5","8.4","3,206.4","92.3","392.4","14.1","34.2","14.8","4,918.2"
20220429,"1,406.5","248.9","19.8","47.2","16.4","5,114.5","69.3","485.9","38.4","42.4","8.6","2,843.0","77.4","366.2","31.2","32.9","9.4","4,749.9"
20220428,"1,008.5","251.6","18.9","50.3","13.6","4,854.2","62.9","455.5","34.0","40.6","7.8","2,687.4","80.8","427.8","14.2","34.7","12.8","5,067.2"
20220427,"993.5","242.8","16.5","46.3","11.9","4,770.2","72.8","501.3","31.0","42.1","5.4","2,943.4","80.4","397.3","12.3","30.3","12.0","4,810.8"
20220426,"1,001.0","230.4","18.7","47.5","9.9","4,690.1","77.4","466.0","35.2","42.1","9.1","2,809.4","84.6","413.1","15.9","33.1","9.8","5,168.2"
20220425,"1,099.7","268.1","21.4","52.0","9.9","5,240.1","70.6","532.3","36.3","48.2","12.0","3,095.1","79.6","380.5","14.2","33.4","10.7","4,845.2"
20220422,"1,000.8","217.3","19.1","44.6","18.2","4,652.4","59.3","459.1","33.7","40.4","6.4","2,731.7","67.6","322.2","14.5","30.1","10.6","4,475.1"
20220421,"957.3","222.6","15.3","42.1","10.3","4,637.6","56.9","435.4","34.0","36.9","9.6","2,591.6","72.6","394.3","14.0","31.0","8.7","5,233.6"
20220420,"852.0","210.8","13.4","36.0","8.5","4,290.6","44.4","352.0","25.9","30.7","8.6","2,095.3","67.1","356.9","11.5","26.8","8.7","4,678.9"
20220419,"856.4","190.4","14.0","36.1","11.0","4,108.1","43.4","338.9","28.9","29.6","11.1","2,055.5","63.2","334.9","11.4","25.5","10.8","4,562.8"
20220418,"828.5","176.1","13.3","32.7","10.7","3,910.6","47.1","354.9","34.7","29.8","11.7","2,282.1","63.0","327.0","10.8","22.7","10.7","4,365.2"
20220414,"970.7","188.5","13.0","32.6","15.4","4,134.0","44.1","322.5","32.9","31.0","15.2","2,001.3","61.5","351.8","34.6","23.8","13.1","4,666.4"
20220413,"792.2","179.6","14.0","35.5","10.6","3,828.3","45.2","314.3","27.0","33.0","8.3","2,044.2","64.6","408.0","11.2","26.9","12.7","4,909.8"
20220412,"873.5","199.8","14.7","34.9","21.3","4,152.6","55.0","377.9","30.8","33.6","6.0","2,395.7","70.8","419.9","11.6","24.7","15.0","4,991.8"
20220411,"926.7","208.0","14.4","35.0","16.8","4,266.3","48.4","362.3","26.2","29.7","6.5","2,121.3","67.7","393.9","11.7","24.7","11.1","4,946.7"
20220408,"847.6","193.6","14.2","38.1","16.6","4,084.6","41.4","308.2","25.8","29.3","10.8","1,950.3","63.0","344.3","11.7","24.7","7.5","4,574.4"
20220407,"1,007.8","234.6","15.5","41.3","15.0","4,821.6","51.0","356.3","28.2","33.0","6.9","2,155.5","70.6","350.2","13.0","24.6","9.3","4,856.1"
20220406,"1,054.2","242.5","17.0","43.2","10.7","4,989.4","61.4","435.4","33.6","37.0","10.0","2,548.1","78.5","403.0","14.0","32.4","10.7","5,360.7"
20220405,"987.6","229.0","15.0","42.4","14.6","4,807.9","50.7","380.5","30.1","33.1","9.2","2,266.6","65.6","331.3","13.3","28.6","8.3","4,729.8"
20220404,"917.2","215.3","12.4","39.4","9.8","4,547.7","41.9","338.5","32.5","30.5","5.1","2,196.9","62.3","322.9","10.7","26.1","10.7","4,630.1"
