Trade Date,Nyse Tape A,Nyse Arca Tape A,Nyse American Tape A,Nyse National Tape A,Nyse Texas Tape A,Consolidated Tape A,Nyse Tape B,Nyse Arca Tape B,Nyse American Tape B,Nyse National Tape B,Nyse Texas Tape B,Consolidated Tape B,Nyse Tape C,Nyse Arca Tape C,Nyse American Tape C,Nyse National Tape C,Nyse Texas Tape C,Consolidated Tape C
20260430,"1,496.5","284.2","7.0","20.5","23.8","5,822.8","76.9","543.5","31.7","13.5","11.6","3,336.5","146.9","780.2","7.5","20.6","31.1","8,362.9"
20260429,"1,159.3","271.3","5.9","18.4","21.5","5,221.0","83.2","499.4","25.2","13.1","16.0","3,164.5","148.8","972.9","6.8","24.3","38.3","8,456.6"
20260428,"1,128.6","256.8","6.5","17.4","17.1","4,999.2","72.1","523.9","24.3","11.1","18.5","3,182.7","145.4","887.3","7.1","18.5","34.7","7,717.5"
20260427,"1,140.2","261.3","6.6","18.2","17.9","4,866.9","61.9","417.5","26.2","10.9","13.8","2,735.9","146.1","973.9","7.4","19.7","22.5","8,337.0"
20260424,"1,059.7","254.6","5.6","16.7","23.2","4,724.8","71.9","485.3","23.6","13.0","13.7","3,054.5","145.7","1,706.3","7.5","20.6","36.2","10,587.4"
20260423,"1,150.9","312.1","5.8","20.2","15.5","5,384.8","89.1","651.4","31.2","20.8","14.7","4,254.6","135.2","836.7","6.8","23.7","25.3","8,180.4"
20260422,"1,149.9","271.7","7.1","16.6","17.3","5,032.0","71.4","456.4","27.9","13.1","10.8","3,102.2","133.9","939.4","7.3","21.8","20.9","8,384.7"
20260421,"1,142.3","291.6","6.0","17.2","17.1","5,249.7","98.7","576.4","28.0","17.3","10.4","3,748.9","153.9","1,115.5","6.9","22.8","26.5","9,580.0"
20260420,"1,087.9","251.4","5.7","16.9","25.2","4,742.9","78.1","567.9","28.3","12.5","13.2","3,490.0","162.1","978.0","7.5","22.0","31.0","8,656.2"
20260417,"1,500.1","328.6","7.7","18.9","41.4","6,211.4","112.4","668.6","31.5","18.5","32.7","4,074.0","160.6","1,157.2","9.7","23.9","61.4","10,353.0"
20260416,"1,186.0","284.8","6.8","18.0","22.8","5,247.4","83.7","455.1","25.3","13.8","18.4","3,059.7","150.1","1,365.2","8.4","21.8","31.1","10,229.5"
20260415,"1,189.1","284.8","7.1","18.5","18.0","5,362.5","78.5","480.1","26.3","11.9","16.7","3,097.2","174.7","1,310.4","9.2","24.7","24.1","10,528.1"
20260414,"1,131.8","271.3","4.7","17.5","20.7","5,145.7","83.6","661.2","29.6","13.4","21.4","3,826.5","171.4","1,099.9","6.5","22.9","32.8","9,495.7"
20260413,"1,182.3","245.3","4.4","16.1","11.1","4,849.7","84.3","533.1","28.9","13.1","12.1","3,204.4","146.2","887.8","6.1","20.7","18.7","8,224.2"
20260410,"1,066.4","234.2","4.1","16.3","13.6","4,445.7","76.2","423.6","22.6","10.8","14.1","2,811.0","144.3","1,052.1","5.3","18.9","33.9","8,969.2"
20260409,"1,175.5","257.3","4.4","17.4","18.1","4,994.0","101.5","553.9","27.3","13.4","20.4","3,532.5","172.1","1,028.4","5.6","21.6","24.0","8,986.4"
20260408,"1,498.4","326.0","5.8","20.5","19.7","6,003.6","128.0","787.5","39.0","14.9","16.8","4,387.6","179.7","1,277.7","6.7","25.8","26.5","10,849.1"
20260407,"1,112.4","249.2","6.1","17.6","12.9","4,686.0","119.9","631.2","33.1","17.0","16.6","3,659.4","168.2","1,712.6","7.8","22.5","21.3","11,453.1"
20260406,"1,037.6","192.9","4.5","13.3","11.4","3,979.1","92.5","474.8","28.9","11.6","11.5","3,020.0","148.8","1,081.2","5.6","17.8","18.7","8,544.8"
20260402,"1,114.4","256.1","4.9","16.5","19.2","4,820.2","127.8","683.3","29.3","16.8","12.9","3,961.0","158.0","941.7","6.1","20.6","24.8","8,446.0"
20260401,"1,304.1","321.0","5.6","21.8","18.3","5,727.6","156.1","761.7","30.9","21.2","26.7","4,479.7","186.5","1,023.0","6.5","24.0","23.9","9,074.3"
20260331,"1,744.0","352.6","6.9","25.1","20.7","6,526.3","206.0","980.6","49.4","23.0","14.0","5,381.2","215.9","1,308.0","8.9","28.1","26.5","10,969.7"
20260330,"1,379.2","295.9","7.0","20.9","14.1","5,549.0","145.9","681.5","35.7","16.8","14.6","4,087.6","207.9","1,141.4","8.0","23.4","33.3","9,526.2"
20260327,"1,267.5","292.1","5.6","20.0","14.7","5,380.4","129.2","716.5","32.6","19.3","14.6","4,114.5","163.9","1,151.6","6.5","23.5","27.5","8,993.8"
20260326,"1,176.9","270.1","5.5","18.2","19.7","4,934.4","126.8","691.4","34.2","18.8","15.4","3,873.6","150.3","793.2","6.7","21.6","33.7","7,988.0"
20260325,"1,186.5","278.2","5.4","18.8","19.0","5,022.4","135.7","730.5","31.9","14.8","19.9","4,141.2","168.8","863.2","7.0","22.5","21.2","8,303.0"
20260324,"1,412.6","277.5","6.1","18.4","24.7","5,436.3","145.9","709.6","43.5","18.6","17.6","4,248.4","181.1","915.2","7.7","22.7","23.9","8,836.1"
20260323,"1,557.2","333.8","6.4","23.2","20.5","6,098.5","191.6","1,131.1","54.6","26.3","23.3","6,052.9","209.8","988.6","8.4","25.5","27.8","9,109.7"
20260320,"4,688.0","341.7","5.6","23.5","39.4","10,419.4","174.9","1,000.2","206.3","24.0","45.5","5,830.8","185.1","895.2","7.0","24.5","70.2","12,219.7"
20260319,"1,396.9","330.8","6.8","23.7","13.8","6,070.8","203.6","995.4","61.4","25.8","20.7","5,639.9","195.1","971.2","7.3","24.7","22.7","8,737.1"
20260318,"1,375.9","268.2","6.2","20.2","20.4","5,385.1","146.5","873.5","79.3","20.5","15.5","4,962.8","178.9","1,114.1","7.5","22.3","17.5","9,602.3"
20260317,"1,195.4","267.6","5.7","17.6","13.9","5,160.6","107.0","558.1","32.1","12.6","14.1","3,459.7","171.2","853.4","7.1","21.0","22.0","8,768.5"
20260316,"1,227.4","271.2","5.4","17.8","16.7","5,264.7","134.5","677.0","41.8","16.6","18.1","4,108.6","185.5","794.3","6.9","22.4","16.8","8,414.7"
20260313,"1,246.1","282.5","5.9","20.2","16.7","5,386.3","174.2","789.5","43.0","19.0","15.9","4,718.1","222.1","772.2","7.5","22.8","22.8","8,433.8"
20260312,"1,389.9","358.7","5.6","26.0","22.8","6,360.6","167.9","816.5","41.6","21.5","17.5","5,341.9","199.8","768.0","6.7","23.9","24.1","8,733.1"
20260311,"1,254.9","310.3","5.5","23.1","21.4","5,645.3","141.3","692.1","33.4","14.0","11.6","4,024.6","183.3","834.8","6.0","20.9","26.9","8,545.9"
20260310,"1,343.2","345.0","7.3","23.1","22.2","6,044.4","188.4","931.8","46.2","21.2","14.8","5,216.8","224.8","946.7","8.4","23.7","19.8","9,012.2"
20260309,"1,514.1","380.1","11.2","26.8","17.3","6,827.4","199.5","1,136.1","57.5","28.2","16.2","5,997.0","239.7","1,029.6","10.1","28.8","23.7","10,028.5"
20260306,"1,338.1","318.8","6.9","22.3","26.7","5,862.1","169.1","944.6","48.9","22.3","17.5","5,201.2","226.8","907.2","8.2","26.0","30.2","9,538.9"
20260305,"1,399.9","329.6","7.5","23.4","19.8","6,108.8","181.6","1,014.0","52.0","22.9","19.9","5,522.8","221.0","1,347.0","8.8","25.6","26.7","11,246.0"
20260304,"1,241.4","288.4","7.7","21.5","14.9","5,393.4","186.3","918.8","42.8","19.4","14.2","5,396.9","222.2","1,370.0","10.0","25.9","25.6","11,297.6"
20260303,"1,469.3","373.9","9.0","23.5","31.3","6,521.0","299.5","1,360.2","60.4","31.9","20.0","7,865.6","244.7","1,079.4","11.2","28.9","26.0","10,070.0"
20260302,"1,427.1","342.6","6.7","21.6","19.8","6,171.9","224.1","1,126.8","61.9","23.4","30.5","6,710.3","220.3","787.2","8.0","26.1","19.4","8,517.1"
20260227,"2,043.8","307.3","6.5","21.2","27.9","6,870.9","110.4","799.9","38.1","15.9","19.7","4,479.1","188.4","913.1","7.6","32.5","27.3","9,907.0"
20260226,"1,357.6","319.9","7.2","19.6","23.3","5,985.5","133.8","843.1","33.1","18.5","14.6","4,694.8","213.6","929.6","8.0","25.5","33.0","9,320.1"
20260225,"1,216.5","278.4","5.3","19.9","24.9","5,453.3","97.5","628.3","34.8","28.9","22.6","3,890.8","170.3","883.8","6.6","24.0","35.1","8,754.1"
20260224,"1,217.7","270.1","5.1","18.8","22.3","5,360.9","99.4","649.7","31.5","14.8","20.0","4,034.7","169.7","808.4","6.3","20.5","23.1","8,163.8"
20260223,"1,259.2","327.0","5.4","19.6","14.2","5,710.6","108.5","765.2","35.6","19.1","20.7","4,567.3","167.5","820.2","6.2","22.9","20.7","8,482.6"
20260220,"1,413.5","275.2","5.1","20.8","30.5","5,502.0","134.6","861.0","65.6","18.2","29.4","4,894.2","175.6","827.6","6.5","23.0","45.0","8,222.3"
20260219,"1,191.9","278.7","5.0","18.9","15.4","5,248.2","104.3","754.4","37.1","15.5","20.3","4,342.0","162.2","700.1","5.7","21.4","16.8","7,196.9"
20260218,"1,237.8","255.5","5.0","19.8","15.3","5,174.6","108.0","685.5","36.6","16.9","12.5","4,093.5","177.3","779.6","6.4","22.7","19.0","7,904.8"
20260217,"1,326.9","271.3","5.5","18.9","12.4","5,528.5","121.2","843.9","37.3","15.1","9.3","4,808.9","186.1","763.0","7.7","23.2","17.2","7,913.5"
20260213,"1,332.4","295.1","7.7","22.4","29.7","5,794.5","138.9","913.4","39.0","18.6","16.9","4,848.7","188.6","800.6","8.9","25.6","23.4","8,229.4"
20260212,"1,604.9","377.6","8.5","30.0","19.8","7,226.4","166.5","1,153.3","50.4","26.0","17.2","6,445.1","200.8","922.1","8.8","26.7","26.3","9,118.8"
20260211,"1,398.6","322.4","7.4","26.0","24.2","6,287.1","128.6","817.7","36.4","20.6","18.6","4,772.0","182.5","1,232.8","8.5","25.1","21.3","10,241.1"
20260210,"1,295.6","279.4","7.1","21.0","22.3","5,699.8","91.5","618.7","40.1","14.5","16.6","3,825.1","164.5","928.0","8.1","25.4","33.2","8,874.0"
20260209,"1,298.3","287.5","6.8","21.6","15.6","5,738.5","105.0","678.7","36.9","19.1","17.3","3,930.8","172.5","844.2","9.1","23.4","16.2","8,360.7"
20260206,"1,503.1","323.5","5.8","25.3","20.3","6,395.6","126.1","852.2","43.7","20.5","14.0","4,826.0","197.6","854.3","9.1","32.8","47.5","9,266.5"
20260205,"1,532.4","383.5","7.3","27.8","43.3","7,118.7","194.9","1,162.7","51.1","27.5","22.1","6,458.6","245.2","1,013.0","12.6","40.0","38.8","10,451.5"
20260204,"1,635.5","407.0","9.3","30.2","26.7","7,592.9","206.7","1,126.3","49.5","27.4","14.9","6,454.8","250.5","1,150.7","12.0","34.7","35.3","11,063.1"
20260203,"1,555.9","377.0","10.1","31.7","21.6","7,125.6","184.8","1,123.3","50.5","29.3","16.8","6,279.8","218.2","1,067.5","11.5","33.0","31.5","10,573.6"
20260202,"1,424.7","288.5","8.4","27.6","17.4","5,833.4","138.2","940.4","48.2","23.3","14.4","5,538.7","172.7","1,030.5","10.8","31.8","20.8","9,094.7"
20260130,"1,833.1","318.5","7.8","28.2","21.5","6,833.8","206.8","1,381.2","66.3","35.4","26.3","7,755.3","182.9","903.1","9.3","31.5","38.5","9,608.7"
20260129,"1,556.8","364.1","8.4","27.2","19.5","6,953.9","194.2","1,273.6","72.2","45.3","13.5","7,609.7","168.6","827.0","9.4","29.3","33.4","9,092.2"
20260128,"1,233.3","277.8","6.1","24.6","16.9","5,610.8","136.4","855.0","47.7","42.0","16.9","5,392.1","145.9","851.6","6.5","22.9","20.9","8,477.6"
20260127,"1,163.3","246.4","6.1","20.0","18.3","5,401.7","102.0","740.5","49.7","22.5","19.9","4,676.3","127.6","799.4","8.4","22.4","26.5","8,276.2"
20260126,"1,173.7","226.6","5.2","19.0","11.1","5,025.8","129.1","958.8","66.7","30.5","20.4","5,964.6","124.3","697.8","6.2","21.8","20.2","7,705.9"
20260123,"1,114.6","220.0","4.9","18.7","22.1","4,940.7","100.2","688.5","45.0","17.6","16.1","4,225.4","148.5","831.7","6.5","23.8","33.4","8,459.1"
20260122,"1,213.0","249.3","6.4","20.7","20.8","5,388.4","104.5","658.7","43.5","22.3","15.0","3,974.9","160.6","958.4","8.4","26.4","29.9","9,295.0"
20260121,"1,362.9","285.0","6.4","27.8","21.4","5,905.7","161.0","1,004.4","60.7","29.8","16.1","5,782.9","184.2","867.9","8.4","29.9","42.2","9,369.3"
20260120,"1,348.0","270.5","5.8","22.5","21.4","5,849.2","128.8","959.3","58.2","22.3","19.0","5,382.3","176.1","990.8","9.7","27.2","33.8","9,754.5"
20260116,"1,385.9","232.8","6.7","20.1","47.0","5,449.7","99.5","635.1","42.0","18.8","32.9","3,849.5","155.5","993.5","8.3","23.8","69.5","9,814.2"
20260115,"1,210.0","247.1","6.0","20.7","15.1","5,193.7","105.6","699.9","39.4","21.4","21.3","4,269.1","162.7","1,231.3","7.8","24.2","24.0","10,056.1"
20260114,"1,318.9","274.0","6.4","22.5","16.9","5,591.8","132.9","871.7","45.7","27.5","17.5","4,871.0","174.4","1,670.3","11.1","25.1","33.8","12,623.2"
20260113,"1,176.3","243.0","5.9","18.3","14.2","5,155.5","109.5","697.9","45.4","21.4","20.8","4,206.1","172.6","1,102.3","7.9","21.2","26.0","9,883.9"
20260112,"1,175.5","236.6","6.2","17.3","11.7","5,075.8","85.8","608.7","40.1","19.3","19.4","3,572.5","155.4","958.4","8.3","21.5","20.4","9,022.8"
20260109,"1,150.1","256.6","5.4","18.8","14.9","5,227.4","104.1","646.7","40.6","17.4","19.2","3,784.9","150.2","816.4","6.9","21.3","18.7","8,305.0"
20260108,"1,242.1","257.8","5.5","18.2","16.6","5,430.2","102.9","680.4","47.1","15.7","12.8","4,000.4","150.6","689.7","7.2","20.0","20.3","7,918.8"
20260107,"1,217.7","251.4","5.4","18.7","19.5","5,286.3","92.8","679.0","39.9","17.2","14.0","3,887.5","152.5","831.4","8.3","22.3","27.0","8,587.9"
20260106,"1,356.6","261.3","5.9","19.2","14.0","5,603.0","117.1","746.8","41.5","25.5","12.3","4,287.3","166.3","902.8","8.7","24.0","24.7","9,287.0"
20260105,"1,365.8","282.2","7.1","20.5","16.6","5,869.3","125.7","872.0","52.7","23.6","19.0","4,684.9","165.3","816.9","8.9","24.9","20.1","8,966.8"
20260102,"1,053.4","199.5","4.3","15.4","8.9","4,267.9","122.2","784.1","49.9","22.7","14.8","4,469.5","147.4","653.9","7.5","22.3","17.6","7,516.7"
20251231,"967.2","138.3","3.0","12.1","4.1","3,359.7","64.6","495.1","35.2","11.9","8.1","2,920.1","90.4","528.4","4.5","16.0","15.3","6,073.5"
20251230,"841.4","154.0","3.2","14.1","9.2","3,378.0","58.0","422.4","38.0","13.7","11.3","2,628.2","94.4","784.9","5.1","16.6","17.7","6,955.9"
20251229,"921.5","168.2","3.4","13.1","13.4","3,663.2","68.0","546.8","38.6","12.2","9.7","3,083.5","95.7","760.6","4.8","15.2","19.1","6,741.1"
20251226,"648.8","122.4","2.7","9.0","14.7","2,659.3","54.5","488.0","29.2","9.7","7.3","2,622.5","78.5","542.2","3.8","13.3","10.9","5,221.9"
20251224,"442.8","87.1","1.9","5.7","3.7","1,889.4","34.6","393.1","24.7","6.6","6.3","2,041.1","57.9","491.2","2.8","8.1","9.2","4,031.7"
20251223,"954.0","176.5","3.7","14.7","14.7","3,929.1","59.3","459.0","33.6","11.4","19.2","2,799.1","111.7","836.3","5.6","16.6","24.8","7,744.6"
20251222,"1,134.5","212.0","4.2","16.6","16.7","4,645.7","70.2","464.8","40.2","12.4","11.2","3,021.7","125.8","732.3","5.4","19.6","22.8","7,545.4"
20251219,"3,958.9","247.2","5.3","19.2","28.8","9,199.8","86.3","615.5","196.3","15.3","32.2","3,720.0","135.0","989.7","7.5","26.2","68.3","13,705.9"
20251218,"1,274.7","223.4","5.1","18.8","14.8","5,288.1","107.7","685.6","42.3","16.2","16.1","3,974.9","145.9","755.1","7.7","23.0","28.8","8,338.9"
20251217,"1,321.9","237.5","5.9","19.1","11.2","5,309.5","116.9","760.1","52.5","15.4","25.4","4,226.5","148.6","881.3","7.9","23.7","22.9","8,995.6"
20251216,"1,309.5","215.0","5.4","18.1","17.3","5,159.8","92.2","694.1","45.0","14.4","15.0","4,054.0","135.0","749.8","7.0","23.0","18.3","8,113.2"
20251215,"1,304.2","219.9","6.0","18.7","13.4","5,128.1","93.9","639.6","42.8","13.7","14.8","3,640.6","146.0","911.9","8.2","25.6","17.9","8,939.8"
20251212,"1,194.0","228.8","6.2","18.8","14.9","5,058.7","112.5","816.7","45.3","18.5","15.8","4,440.1","143.4","917.1","8.6","23.8","24.6","9,042.4"
20251211,"1,220.0","245.8","5.3","20.0","32.1","5,182.5","96.9","609.5","39.1","16.2","12.6","3,630.3","131.5","1,122.8","6.6","23.3","32.4","8,793.5"
20251210,"1,449.8","262.9","5.8","20.8","16.9","5,688.5","105.7","610.6","34.4","15.4","9.5","3,366.0","153.8","781.0","7.7","23.2","23.4","8,292.0"
20251209,"1,106.1","217.2","5.7","18.6","12.1","4,609.1","75.9","462.7","33.0","12.5","15.3","2,807.4","135.4","670.3","8.0","23.3","22.7","7,392.0"
20251208,"1,169.7","221.6","5.8","19.0","18.8","4,887.8","73.5","475.2","29.9","11.1","10.1","2,745.1","137.3","920.8","8.4","23.1","21.9","8,777.6"
20251205,"1,162.7","244.1","5.4","20.5","17.6","5,026.9","77.3","529.5","30.2","13.2","10.4","3,070.5","124.7","865.7","6.5","22.5","28.5","8,439.4"
20251204,"1,152.1","242.3","4.7","19.4","20.8","5,003.0","68.4","466.7","26.1","10.9","18.3","2,826.6","131.2","663.6","5.7","21.9","27.8","7,688.8"
20251203,"1,185.1","230.7","4.6","19.2","27.0","4,887.7","65.5","456.6","31.5","11.9","9.5","2,845.9","132.0","755.7","6.5","21.5","28.4","8,211.3"
20251202,"1,167.6","209.1","4.6","18.6","18.4","4,682.2","69.8","506.6","32.9","14.5","14.6","3,239.7","130.3","694.2","6.4","23.6","22.5","7,819.6"
20251201,"1,191.6","213.7","5.0","17.3","17.9","4,669.9","71.0","535.5","35.0","15.3","8.3","3,371.4","133.2","801.8","7.0","22.6","28.3","8,103.4"
20251128,"689.9","126.7","2.7","9.7","10.0","2,595.4","42.1","335.5","26.4","10.3","17.1","2,015.1","81.6","450.5","4.4","12.7","17.6","4,642.1"
20251126,"1,177.9","213.4","4.7","19.0","18.4","4,550.4","71.7","512.3","31.6","14.2","16.1","3,112.5","130.5","647.1","5.9","21.6","33.0","7,513.7"
20251125,"1,176.8","247.3","5.1","18.7","25.3","5,126.6","81.0","551.1","25.8","15.8","13.5","3,350.1","142.2","924.4","6.6","22.0","34.7","8,765.8"
20251124,"2,037.7","260.2","7.2","22.0","33.1","6,251.0","79.9","620.9","46.6","15.5","18.3","3,532.1","159.3","868.6","6.9","25.3","28.4","9,593.5"
20251121,"1,498.6","303.1","5.8","23.4","38.8","6,006.4","166.2","928.2","67.5","22.4","27.0","5,080.0","197.7","1,017.4","10.5","32.0","59.4","10,133.5"
20251120,"1,296.0","292.5","6.3","22.6","22.3","5,692.1","177.3","943.4","40.3","25.1","22.3","5,240.8","195.4","1,259.1","10.8","28.3","23.2","10,904.1"
20251119,"1,139.4","263.9","5.1","20.8","23.0","5,093.5","76.7","628.4","31.4","17.4","16.5","3,894.2","136.3","909.4","7.3","28.5","26.2","8,828.6"
20251118,"1,236.6","255.1","5.2","21.1","17.4","5,230.0","168.3","830.0","42.8","20.8","11.5","4,858.4","202.0","856.2","9.2","27.6","23.6","8,848.3"
20251117,"1,225.1","273.0","5.0","20.9","12.3","5,302.1","132.5","670.1","38.3","18.0","16.6","4,047.7","178.6","1,149.1","8.9","25.9","24.1","10,024.5"
20251114,"1,154.8","265.0","5.3","18.8","10.5","5,101.9","125.0","790.9","45.8","18.5","18.9","4,411.3","152.8","1,386.1","8.8","29.2","32.8","11,147.4"
20251113,"1,243.6","286.2","6.0","20.7","30.1","5,580.6","120.1","685.3","35.0","18.3","17.5","4,178.9","154.9","1,325.7","12.0","28.9","36.6","11,719.3"
20251112,"1,245.5","268.8","5.8","20.0","19.2","5,361.0","90.1","572.5","35.1","12.9","16.8","3,523.4","149.0","885.4","7.2","25.7","22.6","8,968.5"
20251111,"1,121.6","246.0","5.1","19.0","12.2","5,082.3","73.2","416.8","25.7","11.7","16.8","2,666.4","121.0","763.5","6.5","21.3","24.9","7,999.5"
20251110,"1,232.1","267.4","6.1","19.3","11.9","5,496.3","91.2","515.7","35.3","15.1","6.8","3,291.4","143.0","948.0","7.9","25.7","30.1","9,616.1"
20251107,"1,310.2","298.7","7.4","24.6","14.9","6,000.3","124.5","674.7","42.2","17.8","13.5","4,171.2","188.9","1,007.8","9.9","31.4","34.9","10,404.3"
20251106,"1,353.9","326.1","8.0","22.6","17.7","6,181.4","87.4","579.9","33.0","17.3","11.5","3,832.8","178.8","1,320.5","9.6","27.3","27.1","11,561.2"
20251105,"1,365.1","318.7","7.4","25.9","14.5","6,084.6","86.8","499.9","32.5","13.5","17.0","3,394.6","174.5","1,225.0","9.2","30.8","20.9","10,482.3"
20251104,"1,280.1","292.5","5.9","23.1","19.3","5,874.0","106.2","608.5","36.7","16.1","12.8","3,968.9","170.0","1,155.6","8.4","29.7","32.1","10,581.1"
20251103,"1,350.8","323.9","5.0","23.6","17.0","6,167.5","84.4","474.8","36.8","14.6","10.0","3,323.8","170.0","1,243.1","8.6","26.6","22.2","10,679.7"
20251031,"1,460.6","363.2","6.6","23.9","17.6","6,530.9","102.0","533.3","40.1","17.4","15.8","3,565.6","161.2","1,349.8","8.4","26.9","45.0","11,188.2"
20251030,"1,267.5","310.7","7.2","21.2","33.3","6,132.3","106.8","589.6","35.2","16.2","13.0","3,720.7","162.9","1,350.3","9.3","28.3","27.4","11,161.7"
20251029,"1,300.2","327.5","7.0","24.1","29.2","6,437.8","122.4","635.9","37.6","22.3","17.6","4,070.6","205.8","1,205.5","8.5","31.8","18.7","10,613.5"
20251028,"1,094.0","277.2","5.6","20.1","16.1","5,778.8","82.8","605.8","46.6","14.6","17.8","4,082.5","171.0","1,245.1","9.0","29.3","31.5","10,993.7"
20251027,"1,098.4","244.1","7.1","17.4","18.1","5,371.5","81.5","573.5","44.5","14.2","12.9","3,851.4","210.9","1,199.2","8.6","31.7","26.4","11,142.4"
20251024,"1,036.4","233.2","5.7","17.1","19.6","5,103.3","77.2","556.8","40.5","13.2","14.9","3,809.0","166.5","1,206.2","8.5","27.7","27.6","10,750.4"
20251023,"1,102.7","265.7","5.5","21.3","20.4","5,660.3","86.0","484.4","32.7","13.3","14.4","3,305.3","163.5","1,384.8","7.5","27.1","24.3","10,851.1"
20251022,"1,166.2","263.4","6.2","20.6","18.2","5,815.8","129.0","791.0","54.6","22.7","13.8","4,843.4","221.3","2,126.7","14.2","34.2","31.6","15,155.1"
20251021,"1,060.8","240.5","5.6","16.8","21.2","5,293.1","90.0","588.7","38.3","15.5","19.3","3,745.6","190.6","1,408.4","8.8","24.7","28.9","11,521.2"
20251020,"998.7","220.3","5.1","17.0","16.2","4,759.1","82.8","549.5","39.5","15.0","20.7","3,465.2","158.9","1,018.1","8.4","25.4","32.6","9,834.5"
20251017,"1,219.3","259.5","5.9","18.0","44.0","5,418.1","126.7","782.8","51.5","21.6","25.3","4,809.9","166.0","1,044.9","8.2","28.0","61.6","9,815.2"
20251016,"1,239.2","294.2","6.3","20.4","19.8","6,137.7","150.9","862.4","56.6","22.3","23.0","5,127.5","199.0","1,321.5","10.1","29.7","31.4","11,698.5"
20251015,"1,172.6","285.4","5.2","20.1","18.9","5,720.9","101.3","710.3","60.2","17.8","28.2","4,617.0","162.6","1,282.2","9.5","28.1","26.9","11,836.5"
20251014,"1,176.5","293.1","5.9","21.6","19.9","5,736.1","119.2","782.7","57.8","19.9","33.2","4,741.9","177.9","1,035.4","8.7","28.2","25.0","10,144.4"
20251013,"1,068.2","294.1","5.4","18.2","22.3","5,409.0","99.3","658.1","44.5","15.8","22.4","4,035.2","150.1","967.1","8.4","23.6","29.5","9,319.1"
20251010,"1,345.0","425.3","6.6","25.1","20.1","6,714.7","175.7","1,100.9","55.2","30.9","23.9","6,273.6","206.5","1,239.3","11.5","36.3","31.8","12,222.4"
20251009,"1,127.9","286.3","6.0","20.2","19.9","5,449.7","89.1","654.2","57.2","15.8","18.1","4,516.4","165.4","1,196.1","9.9","24.9","30.9","11,016.8"
20251008,"1,146.4","293.1","6.3","20.6","16.2","5,484.8","73.2","671.1","70.3","14.9","18.7","4,595.9","164.2","1,248.7","12.3","28.7","35.6","11,384.9"
20251007,"1,179.7","288.2","6.2","19.9","14.0","5,626.4","97.7","793.6","78.3","16.0","19.5","5,255.0","179.9","1,156.9","9.1","27.5","27.9","10,804.9"
20251006,"1,202.7","291.7","5.8","21.4","16.6","5,725.9","81.9","567.0","48.1","15.1","12.7","3,837.9","176.5","1,069.6","10.5","29.9","34.1","10,797.9"
20251003,"1,281.2","292.7","5.5","19.8","13.8","5,756.3","84.7","652.4","56.3","13.7","16.5","4,199.0","166.1","1,129.1","10.1","28.8","32.3","10,762.0"
20251002,"1,131.9","274.5","6.1","20.1","20.2","5,464.6","77.6","539.9","39.1","13.8","16.4","3,751.2","149.1","1,061.4","8.7","25.8","22.5","9,948.7"
20251001,"1,304.2","313.5","7.0","23.9","23.3","6,128.2","82.6","531.4","33.4","15.6","14.2","3,691.1","149.8","1,189.1","10.5","27.6","30.1","10,378.3"
20250930,"1,459.6","316.5","7.9","25.1","27.4","6,180.1","87.8","502.9","59.3","14.8","17.9","3,508.7","146.4","884.9","8.5","27.1","36.4","9,186.7"
20250929,"1,244.0","263.8","6.1","23.2","13.4","5,465.1","85.4","517.2","46.1","14.1","17.1","3,568.9","152.0","869.9","8.7","33.9","24.9","9,383.1"
20250926,"1,102.2","263.3","6.1","24.1","20.9","5,168.3","87.6","480.6","31.1","13.8","22.0","3,305.8","138.3","873.7","7.5","27.7","44.2","8,685.3"
20250925,"1,193.7","329.3","7.0","27.0","17.1","5,957.4","102.3","551.1","34.8","15.8","18.4","3,635.7","166.5","1,059.2","8.3","29.7","31.9","10,293.8"
20250924,"1,205.9","278.3","4.9","21.9","19.3","5,568.2","77.8","510.6","37.7","11.9","26.2","3,498.9","141.8","1,109.5","7.1","25.7","27.2","9,557.3"
20250923,"1,299.3","301.4","5.6","23.1","17.8","5,780.4","91.1","463.4","44.2","14.8","15.4","3,312.5","161.2","1,045.6","7.7","28.7","36.5","10,169.9"
20250922,"1,315.4","286.5","5.2","22.9","20.0","5,803.8","83.0","450.5","46.9","13.9","16.3","3,148.1","160.3","1,004.8","7.2","29.3","30.1","10,053.0"
20250919,"4,142.6","288.9","5.2","23.5","44.3","9,462.5","85.1","476.6","268.5","15.2","27.0","3,354.1","153.0","1,424.3","12.2","27.3","67.0","15,112.4"
20250918,"1,183.5","264.0","5.4","21.1","25.3","5,370.7","100.7","575.8","43.5","16.6","13.2","3,612.2","175.2","1,126.1","8.8","31.1","30.4","10,886.1"
20250917,"1,288.1","315.4","7.4","22.6","14.1","5,914.3","151.9","667.2","41.9","16.6","18.3","3,952.9","202.0","946.8","8.1","30.0","20.7","9,608.9"
20250916,"1,201.4","272.4","6.2","24.9","15.0","5,446.5","87.4","464.3","29.4","13.6","13.7","3,280.4","140.3","899.3","7.7","27.6","23.1","8,790.9"
20250915,"1,065.4","252.0","4.9","21.4","12.8","5,133.3","77.9","662.0","46.3","13.5","15.4","3,768.1","149.4","926.5","7.5","29.0","22.5","9,124.3"
